903,identifiant,lien_permament_portail,isbn,ean,langue_du_document,langue_du_texte_intermediaire,langue_de_l_oeuvre_originale,date_de_publication,langue_des_sous_titres,titre,type_de_document,titre_d_un_auteur_different,titre_parallele,complement_du_titre,premiere_mention_de_responsabilite,mention_de_responsabilite_suivante,numero_de_partie,titre_de_partie,lieu_de_publication,nom_de_l_editeur,indication_specifique_du_type_de_document,autres_caracteristiques_materielles,format,materiel_d_accompagnement,collection,est_publie_avec,est_une_traduction_de,niveau_de_l_ensemble,unite_materielle,partie_composante,dates_auteur,dates_co_auteur,dates_auteur_secondaire,auteur_collectivite_element_d_entree,auteur_collectivite_subdivision,auteur_collectivite_date,co_auteur_collectivite_element_d_entree,co_auteur_collectivite_subdivision,co_auteur_collectivite_date,auteur_secondaire_collectivite_element_d_entree,auteur_secondaire_collectivite_subdivision,auteur_secondaire_collectivite_date,localisation,sous_localisation,nombre_d_objets,code_barre,cote,tomaison,categorie_documentaire,collection0,fonds,note,conservation,etat_physique,etat_de_collection,auteur_complet,co_auteur,auteur_secondaire
1958545,RBSVDP0001958545,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001958545,,,['fre'],,,,,"Monseigneur le vin ; l'art de boire, préparer, servir, boire",['[Texte imprimé]'],,,[catalogue commercial],Etablissements Nicolas,"texte de Louis Forest ; dessins, Charles Martin",,,[Charenton],['Etablissements Nicolas'],1 vol. (120 p.),ill. en noir er en coul.,19 cm,,,,,,,,,,1884-1934 ; 1872-1933,Établissements Nicolas,,,,,,Draeger,,,FOR,RESE,1.0,32272093344270,"CC 1200""1927""nov",,CC,,,Numérisation lot 2015,,,,,,"['Martin', 'Forest, Charles', 'Louis']"
1887180,RBSVDP0001887180,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001887180,,,['fre'],,,2012,,"Monographie familles Jacques de Vassan, ascendant maternel de Mirabeau",['[Texte imprimé]'],,,"et affiliées, Baillet de Vaugrenant, Bailly, Truchot ; d'après les actes notariés d'Île-de-France autour des rue de l'Université, quai Malaquais, place des Vosges, Île St-Louis, rue de Braque, Morsan-sur-Orge, Châlons, Richelieu",Marie-Pierre Capdevieille,,,,[Toulouse],['M.-P. Capdevieille'],1 vol. (369 p.),"ill., fac-sim., couv. ill. en coul.",2012,,,,,,,,1959-...,,,,,,,,,,,,ADP ; BHVP,LEC ; MAB2,,,USU (Nos familles) 5 ; 4-THE-327,,LI ; LI,,,Don de l'auteur en 2013 ; Courriel de l'auteur: mpc4@wanadoo.fr ; Reproduction interdite sans l'autorisation de l'auteur,,,,"['Capdevielle, Marie-Pierre']",,
1073620,RBSVDP0001073620,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001073620,,,['und'],,,P1985,,Monogame,['[Enregistrement sonore]'],,,,Pierre Eliane,"Pierre Eliane, [chant]",,,[Neuilly-sur-Seine],['CBS'],1 disque,"33 t, stéréo",30 cm,,,,,,,Le tour de l'île ; Tu sais ce que je veux ; Le danseur ; Je t'appellerai demain ; Swing Chico ; Dis-moi quand tu t'en vas ; Envie facile ; Aime-moi mon amour ; Elle me manque ; Valse vague,,,,,,,,,,,,,MMP,SON,1.0,32272900643676,T 35170,,MI,,,,,,,"['Eliane, Pierre']",,
1920724,RBSVDP0001920724,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001920724,978-2-08-130698-1,,['fre'],,,cop. 2013,,Le monde selon Karl,['[Texte imprimé]'],,,,Jean-Christophe Napias et Sandrine Gulbenkian,"avec la complicité de Patrick Mauriès ; illustrations, Charles Ameline",,,[Paris],['Flammarion'],1 vol. (172 p.),"ill., couv. ill.",25 cm,,,,,,,,,1966-...,1952-...,,,,,,,,,,FOR,MAPL,1.0,32272095722390,NS 68258,,LI,CODI,,,,,,"['Napias, Jean-Christophe']","['Gulbenkian, Sandrine']","['Mauriès', 'Ameline, Patrick', 'Charles']"
1777304,RBSVDP0001777304,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001777304,978-2-505-01235-1,9782505012351,['fre'],,jpn,DL 2011,,Monju,['[Texte imprimé]'],,,au service de la justice,Hiroki Miyashita,[traduit et adapté en français par Pacale Simon],9,,Bruxelles ; [Paris],['Big Kana'],1 vol. (206 p.),"ill., couv. ill., jaquette ill. en coul.",18 cm,,,,Seigi keikan monju,Monju,,,,,,,,,,,,,,,BILI,MABU,1.0,32272103387350,BD MIY  manga,,LI,BD,,,COEX,,,"['Miyashita, Hiroki']",,"['Simon, Pascale']"
2000967,RBSVDP0002000967,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002000967,978-2-7071-7157-3,9782707171573,['fre'],,,DL 2015,,La modernité désenchantée,['[Texte imprimé]'],,,relire l'histoire du XIXe siècle français,Emmanuel Fureix et François Jarrige,,,,Paris,['La Découverte'],1 vol. (390 p.),couv. ill.,22 cm,,Écritures de l'histoire,,,,,,1971-...,1978-...,,,,,,,,,,,BAVP,M512,1.0,,305689,,LI,,,,,,,"['Fureix, Emmanuel']","['Jarrige, François']",
2051174,RBSVDP0002051174,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002051174,978-2-8222-1293-9,9782822212939,['fre'],,,DL 2015,,Petit illustré des gros clichés d'Hollywood,['[Texte imprimé]'],,,le retour,Allan Barte,,,,[Paris],['Jungle'],1 vol. (non paginé [96] p.),ill. en coul.,22 cm,,,,,Petit illustré des gros clichés d'Hollywood,,,1978-...,,,,,,,,,,,,CINE,EPC,1.0,32272110478713,817 BAR,,LI,PRET,,,,,,"['Barte, Allan']",,
1778299,RBSVDP0001778299,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001778299,978-2-275-03359-4,9782275033594,['fre'],,eng,DL 2012,,Le modernisme et les fondements du droit,['[Texte imprimé]'],,,,Peter Fitzpatrick,traduction de Nathalie González Lajoie,,,Paris,['LGDJ-Lextenso éd.'],1 vol. (266 p.),,26 cm,,Droit et société,,,,,,1941-...,,,,,,,,,,,,BAVP,M512,1.0,32272900798055,99478,,LI,,,,,,,"['Fitzpatrick, Peter']",,"['González Lajoie, Nathalie']"
1674264,RBSVDP0001674264,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001674264,,,['fre'],,,DL 1960,,Modigliani,['[Texte imprimé]'],,,,quinze dessins et aquarelles précédés d'un portrait à la plume d'Amedeo Modigliani par Jean Cocteau,,,,Paris,['Ed. Léda'],"1 vol. ([2] f., [4] p., 15 pl.)",,50 cm,,,,,,,,1884-1920,1889-1963,,,,,,,,,,,BHVP,RESE,1.0,32272900771543,1-RES-092,,LI,,COCT,Ancienne cote :RESERVE FM 32613 ; Exemplaire Hors commerce n?6 ; Provenance : Bibliothèque de Jean Cocteau - Edouard Dermit - Jean et Stéphane Dermit (acq. 1995-2002),,,,"['Modigliani, Amedeo']","['Cocteau, Jean']",
2066618,RBSVDP0002066618,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002066618,,,['fre'],,,[ca 1968],,La révolution ; La faute à Nanterre,['[Enregistrement sonore]'],,,,"Evariste [pseud. de Joël Sternheimer], comp., par., chant",,,,,"[""C.R.A.C. [Comité Révolutionnaire d'Agitation Culturelle]""]",1 disque,45 t,17 cm,,,La faute à Nanterre,,,,,1943-...,,1934-2015,,,,,,,,,,MMP,SON,1.0,32272103025885,D 4701,,MI,,ARNA,,,,,"['Sternheimer, Joël']",,"['Wolinski, Georges']"
1880108,RBSVDP0001880108,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001880108,,,['fre'],,,28 juin 1942,,La Mode aux courses. Hippodrome de Longchamp. Le grand prix de Paris. Jules Berry et la Comtesse Olinska,['[Image fixe]'],,,[photographie],Seeberger frères,,,,,,1 photographie positive,noir et blanc,17 x 17 cm,,,,,,,,,,,Séeberger frères,,,,,,,,,BHVP,MAB1,1.0,32272900872994,4-ENA-00043-0050,,PH,,,,,,,,,
1834027,RBSVDP0001834027,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001834027,,,['fre'],,,[1933],,[Portraits. Mme de Grandprey],['[Image fixe]'],,,[photographie],[André Vigneau],[Société Caméra],,,,,7 négatifs sur support souple en nitrate de cellulose ; 6 tirages gélatino-argentiques,noir et blanc,"13 x 18 cm, 18 x 24 cm ; formats divers",,,,,,,,1892-1968,,,,,,Société Caméra,,,,,,BHVP ; BHVP ; BHVP ; BHVP ; BHVP ; BHVP ; BHVP ; BHVP ; BHVP ; BHVP ; BHVP ; BHVP ; BHVP,MAB1 ; MAB1 ; MAB1 ; MAB1 ; MAB1 ; MAB1 ; MAB1 ; MAB1 ; MAB1 ; MAB1 ; MAB1 ; MAB1 ; MAB1,,32272900852761 ; 32272900852760 ; 32272900852762 ; 32272900852759 ; 32272900852758 ; 32272900852737 ; 32272900852736,NN-004-1491 ; NN-004-1490 ; NN-004-1492 ; NN-004-1489 ; NN-004-1488 ; 4C-EPF-007-0093 ; 4C-EPF-007-0092 ; 4C-EPF-007-0091 ; 4C-EPF-007-0090 ; NN-004-0389 ; NN-004-0388 ; 4C-EPF-007-0095 ; 4C-EPF-007-0094,,PH ; PH ; PH ; PH ; PH ; PH ; PH ; PH ; PH ; PH ; PH ; PH ; PH,,VIGN ; VIGN ; VIGN ; VIGN ; VIGN ; VIGN ; VIGN ; VIGN ; VIGN ; VIGN ; VIGN ; VIGN ; VIGN,- Négatif n? 613N ; Don André Vigneau 1984 ; - Négatif n? 613L ; Don André Vigneau 1984 ; - Négatif n? 613P ; Don André Vigneau 1984 ; - Négatif n? 613K ; Don André Vigneau 1984 ; - Négatif n? 613J ; Don André Vigneau 1984 ; - d'après le négatif,,,,"['Vigneau, André']",,
2019404,RBSVDP0002019404,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002019404,,,['fre'],,,[ca 1860-1885],,[Mobilier. Dessins originaux],"[""[Manuscrit moderne et document d'archive]""]",,,[croquis et commandes],Maison Fourdinois,,"t. 10 ; vol. 5,",Commandes 401 à 500,Paris,['Fourdinois'],100 dess. en 1 vol.,en noir,46 cm,,,,,,,,1830-1907,1799-1871,,,,,Fourdinois,,,,,,FOR,RIC1,1.0,32272132368470,RES ICO 5586 10 5 Fol,,MA,,,Photocopie interdite ; - Anc 5914 spl ; Photographie sur autorisation,,,,"['Fourdinois, Henri-Auguste']","['Fourdinois, Alexandre-Georges']",
2004111,RBSVDP0002004111,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002004111,,,['lat'],,,[date de publication inconnue],,Missa papae Marcelli,['[Musique imprimée]'],,,for six voices,by Palestrina,Edited and arranged for modern use by Henry Washington,,,London,['Chester'],1 partition (60 p.),,28 cm,,Latin Church Music of the Polyphonic Schools,,,,,,1525?-1594,,,,,,,,,,,,BCVP,EPC,1.0,32272119569728,3 PAL 43,,PA,,,Prêt réservé aux conservatoires de la ville de Paris,,,,"['Palestrina, Giovanni Pierluigi da']",,"['Washington, Henry']"
2002216,RBSVDP0002002216,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002002216,,,['ita'],,,1992,,Misoginia,['[Texte imprimé]'],,,la donna vista e malvista nella cultura occidentale,[Anna Maria Rao],a cura di Andrea Milano,,,Roma,['Dehoniane'],1 vol. (311 p.),,30 cm,,Futuroggi,,,,,,1949-...,,1938-...,,,,,,,,,,BMD,MAGI,1.0,32272121143777,Broc. MF 1253,,LI,,,Don. Reproduction sur photocopies,,,,"['Rao, Anna Maria']",,"['Milano, Andrea']"
2151484,RBSVDP0002151484,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002151484,978-2-7071-9409-1,9782707194091,['fre'],,,DL2017,,Le miroir de Damas,['[Texte imprimé]'],,,"Syrie, notre histoire",Jean-Pierre Filiu,,,,Paris,['La Découverte'],1 vol. (288 p.),,19 cm,,Cahiers libres,,,,,,1961-...,,,,,,,,,,,,BAVP,516A,1.0,,111613,,LI,,,,,,,"['Filiu, Jean-Pierre']",,
1827196,RBSVDP0001827196,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001827196,,,['fre'],,,[date de publication inconnue],,Ministère de la guerre. Tour à l'angle du boulevard Saint-Germain et de la rue de Solférino et facade sur le boulevard,['[Image fixe]'],,,[photographie],,,,,,,1 photographie positive,noir et blanc,"9,4 x 13,8 cm",,,,,,,,,,,,,,,,,,,,BHVP,MAB1,1.0,32272900847187,4C-EPT-26-0125,,PH,,,,,,,,,
2173199,,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002173199,979-10-96982-01-1,9791096982011,['fre'],,,DL 2017,,Militaires et diplomates français face à l'Europe médiane,['[Texte imprimé]'],,,entre médiations et constructions des savoirs,sous la direction de Frédéric Dessberg et Antoine Marès,avec la collaboration d'Isabelle Davion,,,Paris,"[""Eur'ORBEM éditions""]",1 vol. (472 p.),"ill., cartes",23 cm,,,,,,,,,,1965-... ; 1950-... ; 1972-...,,,,,,,,,,BAVP,GAL,1.0,,311156,,LI,,,,,,,,,"['Dessberg', 'Marès', 'Davion, Frédéric', 'Antoine', 'Isabelle']"
2106157,RBSVDP0002106157,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002106157,,,['fre'],,,[ca 1900],,Spécimen de la fonderie A. Bertrand et ses fils,['[Texte imprimé]'],,,,,,,,Paris,['A. Bertrand et ses fils'],,,,,,,,,,,,,,,,,,,,,,,ESAIG,LEC,1.0,,CAT. BER,,,,,,,,,"['Bertrand, Adolphe et ses fils']",,
1911565,RBSVDP0001911565,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001911565,978-2-7024-4005-6,9782702440056,['fre'],,eng,impr. 2013,,Le meurtre de Roger Ackroyd,['[Texte imprimé]'],,,,Agatha Christie ; [photographie de couverture de Martin Parr],[traduction de Françoise Jamoul],,,Paris,['Éd. du Masque'],1 vol. (340 p.),couv. ill. en coul.,20 cm,,[La bibliothèque idéale d'Agatha Christie vue par Martin Parr] ; La bibliothèque idéale d'Agatha Christie vue par Martin Parr,,The murder of Roger Ackroyd,La bibliothèque idéale d'Agatha Christie vue par Martin Parr,,,1890-1976,,1952-...,,,,,,,,,,BILI,MABU,1.0,32272111903404,CHR,,LI,FIA,,,COEX,,,"['Christie, Agatha']",,"['Jamoul', 'Parr, Françoise', 'Martin']"
2102964,RBSVDP0002102964,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002102964,,,['fre'],,,1968,,Les Méthodes de contrôle de la couleur en typo et en offset,['[Texte imprimé]'],,,,,,,,Corbeil-Essonnes,['Imp. Crété'],,,,,,,,,,,,,,,,,,,,,,,ESAIG,LEC,1.0,,R 686.23 CAR,,,,,,,,,"['Carbonnier, Maurice']",,
2005356,RBSVDP0002005356,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002005356,,,['lat'],,,cop. 1995,,Messe G-dur,['[Musique imprimée]'],,Mass in G major,"für soli, Chor, Orchester und Orgel ; for soloists, chorus, orchestra and organ ; D 167",Franz Schubert,Klavierauszug von Friedrich Spiro ; revidiert von Franz Beyer,,,Wiesbaden,['Breitkopf & Härtel'],1 partition (40 p.),,28 cm,,,,,,,,1797-1828,,1922-...,,,,,,,,,,BCVP,EPC,1.0,32272119570965,3 SCH 43,,PA,,,Prêt réservé aux conservatoires de la ville de Paris,,,,"['Schubert, Franz']",,"['Beyer', 'Spiro, Franz', 'Friedrich']"
173974,RBSVDP0000173974,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000173974,,042283837713,,,,P1989,,O re,['[Enregistrement sonore]'],,,B.O.,"Nicola Piovani, comp.",,,,,['Emergency Music'],1 disque,33t.,30cm,,,,,,,,,,1946-... ; 1928-...,,,,,,,,,,MMP,SON,1.0,32272103410947,T 45605,,MI,,PERO,,,,,,,"['Piovani', 'Magni, Nicola', 'Luigi']"
449850,RBSVDP0000449850,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000449850,2-07-040990-2,,['fre'],,,2000,,O.D.C,,,,,Clélie Aster,,,,Paris,['Gallimard'],412 p.,couv. ill. en coul.,21 cm,,Folio,,,,,,,,,,,,,,,,,,BILI,MABU,1.0,32272055728411,AST,,LI,FIA,,2001 08,,,,"['Aster, Clélie']",,
65672,RBSVDP0000065672,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000065672,,,['fre'],,,1968,,O. Debré. -,,,,,,,,,Bordeaux,['Musée des Beaux-Arts'],33 p.,"ill. en noir et en coul., couv. ill. en coul.",4?,,,,,,,,,,,,,,,,,,,,FOR,MAPL,1.0,32272073425768,"CE""1968""nov",,CE,CODI,,,,,,,,
409565,RBSVDP0000409565,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000409565,,,['fre'],,,1955,,La nymphe négligente,,,,,Erle Stanley Gardner,trad. par M.-B. Endrèbe,,,Paris,['Presses de la Cité'],218 p.,couv. ill. en coul.,18 cm,,Un mystère,,,,,,1889-1970,,,,,,,,,,,,BILI,MABU,1.0,32272030110974,GAR,,LI,FIA,,1995 09,,,,"['Gardner, Erle Stanley']",,
223150,RBSVDP0000223150,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000223150,2-7111-3278-1,,['fre'],,,2001,,La Numérisation des oeuvres,,,,aspects de droits d'auteur et de droits voisins,"Christine Nguyen Duc Long,... ; / Centre de recherche en propriété intellectuelle Henri-Desbois","av-pr. de Pierre-Sirinelli,...",,,Paris,['Litec'],XI-371 p.,,24 cm,,Le Droit des affaires,,,,,,,,,,,,,,,Institut de recherche en propriété intellectuelle Henri-Desbois,,,BAVP,MAST,1.0,32272900145116,78009,,LI,,,,,,,"['Nguyen Duc Long, Christine']",,"['Sirinelli, Pierre']"
657747,RBSVDP0000657747,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000657747,,,['fre'],,,1787,,"La Nuit aux aventures, comédie en 3 actes, en prose, par Dumaniant (A.-J. Bourlin). (Paris, Palais-Royal, 7 février 1787.)",['[Texte imprimé]'],,,,,,,,Paris,['Cailleau'],92 p.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP ; BHVP ; BHVP,MABU ; MABU ; MABU,,32272900320996 ; 32272900320995 ; 32272900320994,611270 (n?3) ; 736655 (2) ; 611677 (n?2),,LI ; LI ; LI,,,,,,,"['Bourlin, Antoine-Jean']",,
293195,RBSVDP0000293195,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000293195,2-03-330033-1,,['fre'],,,1994,,La nuance,['Texte imprimé'],,,dictionnaire des subtilités du français,"Alain Duchesne, Thierry Leguay",,,,Paris,['Larousse'],351 p.,"ill., couv. ill.",21 cm,,Le souffle des mots ; Le souffle des mots,,,,,,19..-....,1954-...,,,,,,,,,,,BAVP,MAST,1.0,32272900223126,73758,,LI,,,,,,,"['Duchesne, Alain']","['Leguay, Thierry']",
763524,RBSVDP0000763524,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000763524,,,['fre'],,,1998,,Nu couché,['[Texte imprimé]'],,,,Dan Franck,,,,Paris,['Seuil'],365 p.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900404089,740219,,LI,,,,,,,"['Franck, Dan']",,
395072,RBSVDP0000395072,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000395072,,,['fre'],,,1978,,Le noyé de Beverly Hills,,,,,E. V. Cunningham,trad. de l'américain par Madeleine Fillion,,,Paris,['Gallimard'],246 p.,,18 cm,,Super Noire,,,,,,1914-2003,,,,,,,,,,,,BILI,MABU,1.0,32272028367859,CUN,,LI,FIA,,1996 03,,,,"['Cunningham, E. V.']",,
933162,RBSVDP0000933162,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000933162,,,['fre'],,,1985,,Nouvelles acquisitions du musée,['[Texte imprimé]'],,,,,,,,Paris,['Editions du Centre Pompidou'],116 p.,ill.,in-4?,,,,,,Cahiers du Musée national d'art moderne,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900546249,147574,,LI,,,,,,,,,
322345,RBSVDP0000322345,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000322345,,,['fre'],,,1967-,,Nouvelles du Japon,['[Texte imprimé]'],,,,"Ambassade du Japon en France, Service de presse et d'information [puis Service culturel et d'information]",,,,Paris,['Ambassade du Japon'],,,27 cm,,,,,,,,,,,Japon,Ambassade,,,,,,,,BAVP ; BAVP,MAST ; MAST,,,86532 ; 86532,,PE ; PE,,,,CTLN ; CTLN,,; 1961-1989,,,
134277,RBSVDP0000134277,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000134277,,,['fre'],,,1909-1910,,"Nouvelles collections de l'Union Centrale des Arts Décoratifs au musée du Louvre, Pavillon de Rohan",['[Texte imprimé]'],,,,,,"20ème série,","Dessins de soieries, tissus et broderies du XVIIIe siècle",Paris,['A. Guérinet'],1 vol. (213 p. de pl.),ill.,31 cm,,,,,,,,,,,Les Arts décoratifs,,,,,,,,,FOR,MAPL,1.0,32272078601330,CM 1817 20,,CM,CODI,,Photocopie interdite,,,,,,
527620,RBSVDP0000527620,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000527620,,,['fre'],,fre,2005,eng,Nouvelle vague,['[Images animées]'],,,,"Jean-Luc Godard, réal., scénario","Alain Delon,Domiziana Giordano, Roland Amstutz... [et al.], act",,,Paris,['Why Not Productions [éd.]'],1 DVD vidéo zone 2 (1 h 26),"16/9, coul. (PAL), son. (mono)",,"1 feuillet, éventuellement",,,,,,,1930-...,,1935-... ; 1942-1997,,,,,,,,,,CINE ; CINE ; CINE,EPC ; EPC ; MAGI,,32272089073297 ; 32272080065987 ; 32272080092114,P GODA ; P GODA ; C 946,,DV ; DV ; DV,PRET ; COIM,,Réparation AETM 10/2016 ; st,,,,"['Godard, Jean-Luc']",,"['Delon', 'Giordano', 'Amstutz, Alain', 'Domiziana', 'Roland']"
1053171,RBSVDP0001053171,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001053171,,,['fre'],,ger,1815,,Nouvelle Relation de l'itinéraire de Napoléon de Fontainebleau à l'île d'Elbe,['[Texte imprimé]'],,,,"rédigé par le comte de Waldbourg-Truchsess, commissaire nommé par le roi de Prusse pour l'accompagner, traduit de l'allemand...",,,,Paris,['Panckoucke'],72 p.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP ; BHVP ; BHVP ; BHVP,MABU ; MABU ; MABU ; MABU,,32272900630269 ; 32272900630268 ; 32272900630267 ; 32272900630266,967314 ; 600149 (n? 2) ; 932622 ; 21959,,LI ; LI ; LI ; LI,,LIES,Provenance :  donation d'Alfred Frigoult de Liesville (1836-1885) entrée en 1881 à la Bibliothèque historique,,,,['Waldbourg-Truchsess'],,
824406,RBSVDP0000824406,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000824406,,,['fre'],,,[1972],,"Le Nouvel Observateur, Nixon le père noël des Viet-namiens",['[Image fixe]'],,,[affiche],André François,,,,Paris,['Publicolor'],1 impr. photoméc. (affiche),"offset, coul.",43 x 30 cm,,,,,,,,1915-2005,,,,,,,,,,,,FOR,RESE,1.0,32272900439381,AF 220206 PF,PF,AF,,,Document numérisé,,,,"['François, André']",,
858218,RBSVDP0000858218,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000858218,,,['fre'],,,(après 1780),,"Nouvelle église de Ste Geneviève [Panthéon]. Cahier de 12 feuilles, établi sous la direction de M. Brébion. Détails du dôme de la nouvelle église de Ste Geneviève, d'après les plans, coupes, profils, dessins et models de feu Mr Soufflot",['[Document cartographique manuscrit]'],,,,,,,,[S.l.],['[éditeur inconnu]'],1 atlas (12 f.),ms en coul. plume et lavis,(640 x 520 mm),,,,,,,,,,1709-1780,,,,,,,,,,BHVP,MABU,1.0,32272900476163,Gr 4? AT 55,,PL,,,,,,,"['Brébion, Maximilien']",,"['Soufflot, Jacques Germain']"
854331,RBSVDP0000854331,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000854331,,,['fre'],,,[date de publication inconnue],,Nouvelle carte kilométrique des environs de Paris pour cyclistes et chauffeurs...,['[Document cartographique]'],,,[début XXe siècle],,,,,Paris,"['Billy, éditeur']",1 carte,en coul.,665 x 590 mm,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900471597,D 296,,PL,,,,,,,,,['Billy']
836954,RBSVDP0000836954,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000836954,,,['fre'],,,1983,,"Le Nouvel observateur. Crise, le secret des gagneurs ...",['[Image fixe]'],,,[affiche],Rosy M.,,,,Montsoult (95),['GLF'],1 affiche,en coul.,160 x 120 cm,,,,,,,,1927-2013,,,,,,,,,,,,FOR,RESE,1.0,32272900451953,AF 201328 NE T 980,T 980,AF,,,Document numérisé ; Coll. MD,,,,"['Rosy, Maurice']",,
623298,RBSVDP0000623298,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000623298,,,['fre'],,,1935,,Les Nouveaux horizons de la Renaissance française,['[Texte imprimé]'],,,,Geoffroy Atkinson,,,,Paris,['E. Droz'],XX-503 p.,,in-8?,,,,,,,,1892-1960,,,,,,,,,,,,BHVP,MABU,1.0,32272900293605,137687,,LI,,,,,,,"['Atkinson, Geoffroy']",,
362758,RBSVDP0000362758,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000362758,2-8266-0365-5,,['fre'],,,1971,,Nouveau traité des règles pour la composition de la musique,,,,"par lequel on apprend à faire facilement un Chant sur des paroles ; à composer à 2 à 3 & à 4 parties ; et à chiffrer la basse-continuë, suivant l'usage des meilleurs auteurs ; ouvrage très-utile à ceux qui joüent de l'Orgue, du Clavecin, & du Théorbe",C. Masson,,,,Genève,['Minkoff'],129 p.,mus.,21 cm,,,,,,,,,,,,,,,,,,,,MMP,MAGI,1.0,32272058966166,B 3751 Magasin,,LI,MM40,,948/01 ; 2002.02,,,,"['Masson, C.']",,
974547,RBSVDP0000974547,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000974547,,,['fre'],,,1837,,Nouveau système de Physiologie végétale et de botanique,['[Texte imprimé]'],,,,"par F.-V. Raspail,...",,II,Physiologie végétale,Paris,['J.-B. Baillière'],60 pl.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900576555,35770 II,II,LI,,,,,,,"['Raspail, F.-V']",,
855707,RBSVDP0000855707,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000855707,,,['fre'],,,1872,,"Nouveau plan de Paris ancien et moderne, donnant la forme exacte de toutes les communes environnant la capitale ainsi que les divers agrandissements de celle-ci dans tous les temps de son histoire. Ce plan indique, en outre, un projet d'agrandissement nou",['[Document cartographique]'],,,1872,Henri Dron,,,,Paris,['impr. T. Dupuy'],1 plan,,545 x 435 mm,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900473282,G 309,,PL,,,,,,,,"['Dron, Henri']","['Dupuy, T']"
918884,RBSVDP0000918884,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000918884,,,['fre'],,,[date de publication inconnue],,Nouveau plan d'hypothèque,['[Texte imprimé]'],,,,par Martin-Philippe Mengin,,,,Paris,['Impr. des amis réunis'],80 p.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900530191,953375,,LI,,,,,,,"['Mengin, Martin-Philippe']",,
775367,RBSVDP0000775367,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000775367,,,['fre'],,,1876,,"Nouveau dictionnaire de géographie,...",['[Texte imprimé]'],,,,"par Louis Grégoire,...",,,,Paris,['Garnier frères'],916-4 p.,,in-16,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900417050,613809,,LI,,,,,,,"['Grégoire, Louis']",,
